19393,16.00,0.00
19393,2.00,0.00
19393,-4.00,0.00
19393,-2.00,0.00
19393,16.00,0.00
19393,0.00,0.00
19393,3.00,0.00
19393,5.00,0.00
19393,-5.00,0.00
19393,26.00,0.00
19393,6.00,0.00
19393,56.00,0.00
19393,39.00,0.00
19393,-9.00,0.00
19393,1.00,0.00
19393,-6.00,0.00
19393,50.00,0.00
19393,-4.00,0.00
19393,11.00,0.00
19393,47.00,0.00
19393,14.00,0.00
19393,-3.00,0.00
19393,57.00,0.00
19393,-3.00,0.00
19393,0.00,0.00
19393,6.00,0.00
19393,63.00,0.00
19393,-7.00,0.00
19393,55.00,0.00
19393,4.00,0.00
19393,23.00,0.00
19393,3.00,0.00
19393,37.00,0.00
19393,33.00,0.00
19393,-3.00,0.00
19393,113.00,0.00
19393,79.00,0.00
19393,38.00,0.00
19393,-3.00,0.00
19393,100.00,0.00
19393,55.00,0.00
19393,292.00,0.00
19393,,1.00
19393,-4.00,0.00
19393,4.00,0.00
19393,-1.00,0.00
19393,18.00,0.00
19393,-10.00,0.00
19393,-6.00,0.00
19393,13.00,0.00
19393,13.00,0.00
19393,-5.00,0.00
19393,103.00,0.00
19393,50.00,0.00
19393,20.00,0.00
19393,10.00,0.00
19393,-3.00,0.00
19393,41.00,0.00
19393,6.00,0.00
19393,50.00,0.00
19393,-5.00,0.00
19393,-7.00,0.00
19393,4.00,0.00
19393,4.00,0.00
19393,-8.00,0.00
19393,19.00,0.00
19393,9.00,0.00
19393,28.00,0.00
19393,-9.00,0.00
19393,-9.00,0.00
19393,-4.00,0.00
19393,51.00,0.00
19393,12.00,0.00
19393,13.00,0.00
19393,-7.00,0.00
19393,3.00,0.00
19393,1.00,0.00
19393,111.00,0.00
19393,95.00,0.00
19393,-7.00,0.00
19393,4.00,0.00
19393,-14.00,0.00
19393,2.00,0.00
19393,14.00,0.00
19393,-6.00,0.00
19393,34.00,0.00
19393,11.00,0.00
19393,57.00,0.00
19393,-18.00,0.00
19393,2.00,0.00
19393,-16.00,0.00
19393,1.00,0.00
19393,80.00,0.00
19393,1.00,0.00
19393,10.00,0.00
19393,-4.00,0.00
19393,11.00,0.00
19393,15.00,0.00
19393,-15.00,0.00
19393,16.00,0.00
19393,37.00,0.00
19393,-3.00,0.00
19393,19.00,0.00
19393,6.00,0.00
19393,-7.00,0.00
19393,-8.00,0.00
19393,14.00,0.00
19393,47.00,0.00
19393,4.00,0.00
19393,-24.00,0.00
19393,-22.00,0.00
19393,64.00,0.00
19393,-21.00,0.00
19393,-7.00,0.00
19393,-4.00,0.00
19393,-5.00,0.00
19393,14.00,0.00
19393,-20.00,0.00
19393,72.00,0.00
19393,5.00,0.00
19393,11.00,0.00
19393,29.00,0.00
19393,-11.00,0.00
19393,-22.00,0.00
19393,-26.00,0.00
19393,-12.00,0.00
19393,-8.00,0.00
19393,-28.00,0.00
19393,8.00,0.00
19393,21.00,0.00
19393,304.00,0.00
19393,-11.00,0.00
19393,-2.00,0.00
19393,35.00,0.00
19393,49.00,0.00
19393,38.00,0.00
19393,-9.00,0.00
19393,19.00,0.00
19393,30.00,0.00
19393,26.00,0.00
19393,-7.00,0.00
19393,-8.00,0.00
19393,5.00,0.00
19393,-2.00,0.00
19393,3.00,0.00
19393,4.00,0.00
19393,-13.00,0.00
19393,0.00,0.00
19393,-3.00,0.00
19393,-2.00,0.00
19393,1.00,0.00
19393,31.00,0.00
19393,6.00,0.00
19393,-9.00,0.00
19393,8.00,0.00
19393,36.00,0.00
19393,11.00,0.00
19393,10.00,0.00
19393,62.00,0.00
19393,5.00,0.00
19393,43.00,0.00
19393,-9.00,0.00
