LAX,WN,25.00,0.00,0.00
LAX,WN,40.00,0.00,0.00
LAX,WN,13.00,,0.00
LAX,WN,4.00,,0.00
LAX,WN,9.00,,0.00
LAX,WN,5.00,,0.00
LAX,WN,52.00,0.00,0.00
LAX,WN,32.00,10.00,0.00
LAX,WN,10.00,,0.00
LAX,WN,110.00,5.00,0.00
LAX,WN,20.00,7.00,0.00
LAX,WN,4.00,,0.00
LAX,WN,77.00,11.00,0.00
LAX,WN,2.00,,0.00
LAX,WN,45.00,6.00,0.00
LAX,WN,36.00,18.00,0.00
LAX,WN,30.00,16.00,0.00
LAX,WN,12.00,,0.00
LAX,WN,27.00,13.00,0.00
LAX,WN,55.00,0.00,0.00
LAX,WN,12.00,11.00,0.00
LAX,WN,1.00,,0.00
LAX,WN,3.00,,0.00
LAX,WN,25.00,7.00,0.00
LAX,WN,4.00,,0.00
LAX,WN,9.00,,0.00
LAX,WN,57.00,3.00,0.00
LAX,WN,30.00,0.00,0.00
LAX,WN,48.00,11.00,0.00
LAX,WN,27.00,,0.00
LAX,WN,17.00,,0.00
LAX,WN,53.00,17.00,0.00
LAX,WN,4.00,,0.00
LAX,WN,48.00,5.00,0.00
LAX,WN,3.00,,0.00
LAX,WN,15.00,,0.00
LAX,WN,8.00,0.00,0.00
LAX,WN,16.00,,0.00
LAX,WN,5.00,,0.00
LAX,WN,36.00,,0.00
LAX,WN,30.00,0.00,0.00
LAX,WN,64.00,0.00,0.00
LAX,WN,23.00,0.00,0.00
LAX,WN,19.00,12.00,0.00
LAX,WN,22.00,7.00,0.00
LAX,WN,33.00,6.00,0.00
LAX,WN,46.00,0.00,0.00
LAX,WN,31.00,0.00,0.00
LAX,WN,27.00,0.00,0.00
LAX,WN,34.00,0.00,0.00
LAX,WN,20.00,0.00,0.00
LAX,WN,22.00,4.00,0.00
LAX,WN,110.00,0.00,0.00
LAX,WN,,,1.00
LAX,WN,23.00,0.00,0.00
LAX,WN,8.00,5.00,0.00
LAX,WN,1.00,,0.00
LAX,WN,1.00,,0.00
LAX,WN,8.00,,0.00
LAX,WN,6.00,,0.00
LAX,WN,0.00,,0.00
LAX,WN,9.00,,0.00
LAX,WN,46.00,5.00,0.00
LAX,WN,0.00,,0.00
LAX,WN,0.00,,0.00
LAX,WN,21.00,,0.00
LAX,WN,75.00,0.00,0.00
LAX,WN,14.00,,0.00
LAX,WN,36.00,5.00,0.00
LAX,WN,76.00,69.00,0.00
LAX,WN,35.00,15.00,0.00
LAX,WN,20.00,,0.00
LAX,WN,44.00,11.00,0.00
LAX,WN,0.00,,0.00
LAX,WN,18.00,,0.00
LAX,WN,8.00,,0.00
LAX,WN,22.00,,0.00
LAX,WN,9.00,,0.00
LAX,WN,0.00,,0.00
LAX,WN,,,1.00
LAX,WN,206.00,0.00,0.00
LAX,WN,,,1.00
LAX,WN,123.00,0.00,0.00
LAX,WN,115.00,0.00,0.00
LAX,WN,135.00,0.00,0.00
LAX,WN,193.00,184.00,0.00
LAX,WN,65.00,14.00,0.00
LAX,WN,31.00,0.00,0.00
LAX,WN,56.00,21.00,0.00
LAX,WN,1.00,,0.00
LAX,WN,29.00,0.00,0.00
LAX,WN,65.00,0.00,0.00
LAX,WN,30.00,23.00,0.00
LAX,WN,0.00,,0.00
LAX,WN,60.00,0.00,0.00
LAX,WN,,,1.00
LAX,WN,0.00,,0.00
